"plugin","sites","pct"
"Tourfic – Travel Booking, Hotel Booking & Car Rental WordPress Plugin","1","0.03"
"Sliced Invoices Better URL's","1","0.03"
"Testimonial Slider Shortcode","1","0.03"
"Pwork","1","0.03"
"TPA Visitor Counter Pro","1","0.03"
"GRAB AR","1","0.03"
"The Stars at Night","1","0.03"
"Protect WP-Admin","1","0.03"
"Image Regenerate & Select Crop","1","0.03"
"YouTube Live","1","0.03"
"ITRO Popup Plugin","1","0.03"
"YT Portrait Video Embed","1","0.03"
"Генератор кличного коду","1","0.03"
"XCompliant – Accessibility Scan & Audit","1","0.03"
"Collapse Magic (collapse-magic.php)","1","0.03"
"AIWiseMind","1","0.03"
"Free Weather","1","0.03"
"Classified Listing Toolkits","1","0.03"
"Masteriyo LMS","1","0.03"
"Manaz Tools","1","0.03"
"Into-Digital Share Buttons","1","0.03"
"SVG Flags","1","0.03"
"Mobile Live","1","0.03"
"Easy to Manage Vendor.","1","0.03"
"Simple File List Pro","1","0.03"
"BOB Kleinanzeigen","1","0.03"
"myCred Learndash Points Importer","1","0.03"
"Ready Steady Websites® - Layout Library","1","0.03"
"Private Sessions for LearnDash","1","0.03"
"AffiliateX – Amazon Affiliate Plugin Pro","1","0.03"
"Patreon Wordpress","1","0.03"
"MB Testimonials","1","0.03"
"Pk Google Analytics","1","0.03"
"Latest Posts","1","0.03"
"DiviMenus","1","0.03"
"Autoclear Autoptimize Cache","1","0.03"
"App Service Email","1","0.03"
"Newsletter2Go","1","0.03"
"Snippet Shortcodes","1","0.03"
"AI Related Posts","1","0.03"
"Attachment Taxonomies","1","0.03"
"Manage Enrollment for LearnDash","1","0.03"
"Scrap f10","1","0.03"
"SQL Buddy","1","0.03"
"3D Viewer – 3D Model Viewer – WordPress Augmented Reality","1","0.03"
"Menu Duplicator","1","0.03"
"SiteGround Email Marketing","1","0.03"
"Metricool - Social media and site statistics","1","0.03"
"Catch Infinite Scroll","1","0.03"
"Paid Memberships Pro - Slack Integration","1","0.03"
"Timelinda","1","0.03"
"WPStories","1","0.03"
"Pay. Payment Methods for WooCommerce","1","0.03"
"MemberPress ClubDirectory™","1","0.03"
"Turn Yoast SEO FAQ Block to Accordion","1","0.03"
"Reports for Booknetic","1","0.03"
"WP Smush Pro","1","0.03"
"Multisite Event Sync for MEC","1","0.03"
"Download Monitor - Enhanced Metrics","1","0.03"
"Floating Button Lite","1","0.03"
"Animation Addons for Elementor Pro","1","0.03"
"Form Submissions","1","0.03"
"Slider Revolution Login Page Add-on","1","0.03"
"CM Tooltip Glossary Pro+","1","0.03"
"Admin Dashboard Last Edits","1","0.03"
"Embed Plus for YouTube Pro","1","0.03"
"App for Delivery Drivers","1","0.03"
"CodeRevolution Config Import/Export Helper Plugin","1","0.03"
"bbP private groups","1","0.03"
"WP Crowdsignal Forms","1","0.03"
"Grand Magazine Theme Post Options & Gallery","1","0.03"
"MiSiteMaps","1","0.03"
"FV Antispam","1","0.03"
"WordPress On Page SEO","1","0.03"
"Sticky Side Buttons","1","0.03"
"qTranslate-XT","1","0.03"
"GD bbPress Tools","1","0.03"
"Radio Player Page","1","0.03"
"Toolset Forms","1","0.03"
"Easy PayPal & Stripe Button","1","0.03"
"Different Menus in Different Pages","1","0.03"
"Text ZOOM Premium","1","0.03"
"Support API La Prensa","1","0.03"
"Flying Analytics by FlyingPress","1","0.03"
"LearnDash Notes","1","0.03"
"SNO Publish Guard","1","0.03"
"Countdown Timer Plugin","1","0.03"
"WP Cerber Security","1","0.03"
"Portfolio Post Type","1","0.03"
"RT Elements","1","0.03"
"Botved-wp Employees","1","0.03"
"Web Accessibility Toolkit - ARIA Labels & Roles for WCAG & ADA Compliance","1","0.03"
"Foto del Post Automático Ampliado","1","0.03"
"WP-Bible Embed","1","0.03"
"Saphali Woocommerce Lite","1","0.03"
"JHMB Novice","1","0.03"
"3D Viewer Pro","1","0.03"
"MMWW","1","0.03"
"Vimeography","1","0.03"
"AddQuicktag","1","0.03"
"ACF Dropzone","1","0.03"
"Paid Memberships Pro - Google Analytics Integration","1","0.03"
"WP-Convert","1","0.03"
"SureRank","1","0.03"
"Kuphal, Dibbert and Murazik","1","0.03"
"Exclude Pages from Navigation","1","0.03"
"WP Poll Survey & Voting Plugin - ePoll Lite","1","0.03"
"Verti Group International","1","0.03"
"Category Carousel Slider","1","0.03"
"Gamykowaxi","1","0.03"
"Options for Twenty Seventeen","1","0.03"
"Better Post & Filter Widgets for Elementor","1","0.03"
"Open Graph Meta Tags by Heateor","1","0.03"
"SupportCandy - Reports","1","0.03"
"WPBakery CSS Auto Fix","1","0.03"
"Hide SEO Bloat","1","0.03"
"Shortcodes Finder","1","0.03"
"Wikilookup","1","0.03"
"Markup Markdown","1","0.03"
"BuzzMag Theme Addons","1","0.03"
"GDPR Compliance & Cookie Consent","1","0.03"
"Slider Revolution Coming Soon & Maintenance Add-on","1","0.03"
"Custom Add to Cart Button Label and Link For WooCommerce","1","0.03"
"RealTime Visitors Stats and Geolocation","1","0.03"
"Quran in Text and Audio","1","0.03"
"WooCommerce PDF Invoices, Packing Slips, Delivery Notes & Shipping Labels (Pro)","1","0.03"
"WP-Pimage","1","0.03"
"myCred - Learndash","1","0.03"
"TinySalt Extension","1","0.03"
"KUA Uutiskirje","1","0.03"
"Newsletter - WooCommerce","1","0.03"
"The Pope Video","1","0.03"
"FV Player 8","1","0.03"
"Responsive Tabs","1","0.03"
"Widgets for SiteOrigin","1","0.03"
"graphical statistics report","1","0.03"
"CMSP - Obrigado","1","0.03"
"MDA Devotions Importer (Posts)","1","0.03"
"WooCommerce Royal Mail","1","0.03"
"Redirector","1","0.03"
"AnyComment","1","0.03"
"titanmail","1","0.03"
"WP Bakery Multilanguage","1","0.03"
"WPLoyalty - Multi-Lingual Compatibility - Dynamic Strings","1","0.03"
"Tickera - Serial Ticket Codes","1","0.03"
"Paid Memberships Pro - Custom Post Type Add On","1","0.03"
"LearnGen AI - LearnDash Architect","1","0.03"
"BT Comments","1","0.03"
"Ultimate Landing Page","1","0.03"
"Ajax add to cart for WooCommerce","1","0.03"
"Change Views Plugin","1","0.03"
"Enter Addons Pro","1","0.03"
"Nemesis All-in-One","1","0.03"
"Achakhekhas","1","0.03"
"Podcast Importer SecondLine","1","0.03"
"reCAPTCHA for MW WP Form","1","0.03"
"Polylang Theme Strings (Blade support)","1","0.03"
"Mix Incognito blocker","1","0.03"
"WPSSO WP Sitemaps XML","1","0.03"
"Embed Iframe","1","0.03"
"Token of Trust","1","0.03"
"Native ChatBot for WordPress WPBot for Live Support and Lead Generation","1","0.03"
"Custom Post Image","1","0.03"
"Interactive Map of Brazil for WP","1","0.03"
"WC Captcha","1","0.03"
"Rey Core","1","0.03"
"Post Grid By PickPlugins","1","0.03"
"Web-in-Air: Shop Connect for Telegram","1","0.03"
"short link jet pack","1","0.03"
"WPBot Pro Wordpress Chatbot","1","0.03"
"Shipping Live Rates and Access Points for UPS for WooCommerce","1","0.03"
"Radiojar Player","1","0.03"
"Site Editor Classic Features","1","0.03"
"Filestack Wordpress Upload","1","0.03"
"WP Image Borders","1","0.03"
"Zakeke Interactive Product Designer","1","0.03"
"Display Categories Tree","1","0.03"
"Riot Importer","1","0.03"
"WPZOOM Portfolio","1","0.03"
"Newsletter - SendPulse Addon","1","0.03"
"WOW Style Contact Form 7","1","0.03"
"Advanced Custom Fields: Options Page","1","0.03"
"Simple Slideshow Manager","1","0.03"
"Divi Extended Column Layouts","1","0.03"
"Plugin Notes Label","1","0.03"
"WEN Logo Slider","1","0.03"
"Animate on Scroll","1","0.03"
"FacetWP Reindex for mobile.de Plugin","1","0.03"
"Slider Revolution 404 Page Add-On","1","0.03"
"Agile Store Locator","1","0.03"
"Post 6 WidgetArea","1","0.03"
"Easy Digital Downloads - Paddle Gateway","1","0.03"
"Advanced Sermons","1","0.03"
"WP Keyword Finder","1","0.03"
"Hubbub Pro","1","0.03"
"بوکلی‌پرو","1","0.03"
"Plugin Activation Date","1","0.03"
"Slider Hero","1","0.03"
"Botved-wp Rest Endpoints","1","0.03"
"AffiliateWP - Custom Affiliate Slugs","1","0.03"
"Zozo Admin Use","1","0.03"
"Variation Swatches for WooCommerce - Pro","1","0.03"
"WP Customer Area","1","0.03"
"Debug This","1","0.03"
"WP Help","1","0.03"
"Shopical UI Modernizer","1","0.03"
"Page Builder: Live Composer","1","0.03"
"Multi-Platform Videos","1","0.03"
"Wolf Privacidade","1","0.03"
"WebMan Amplifier","1","0.03"
"WP RSS Aggregator - Keyword Filtering","1","0.03"
"Paid Memberships Pro - Failed Payment Limit Add On","1","0.03"
"Hosting Benchmark tool","1","0.03"
"Auto Tags Generator","1","0.03"
"Consultant Plugins","1","0.03"
"ProfileGrid Customized TeraWallet Integration","1","0.03"
"Additional Tags","1","0.03"
"Voice Search For WooCommerce","1","0.03"
"Elite Video Player","1","0.03"
"Unlimited Photos","1","0.03"
"Hoy Regional Premium Sections PRO","1","0.03"
"Add Featured Image Custom Link","1","0.03"
"WP Synchro FREE","1","0.03"
"PeepSo Core: Chat","1","0.03"
"Slider Revolution Sharing Add-on","1","0.03"
"PiWeb AI Tools with MCP for WooCommerce","1","0.03"
"Custom Mail SMTP Checker","1","0.03"
"Digijuorut Internationalnews","1","0.03"
"QS Dark Mode","1","0.03"
"Easy Form Builder","1","0.03"
"WooCommerce Conditional Shipping and Payments","1","0.03"
"WordPress Preloader Unlimited","1","0.03"
"JetFormBuilder PDF Attachment","1","0.03"
"Date Time Picker for WPForms","1","0.03"
"Open Graph Protocol Framework","1","0.03"
"WP Admin UI Customize","1","0.03"
"Auto Login","1","0.03"
"Author on Hover","1","0.03"
"Vibe3D Tester Signup Form","1","0.03"
"Character Countdown","1","0.03"
"Free Shipping Label","1","0.03"
"LWS Affiliation","1","0.03"
"WooGoSend","1","0.03"
"Disable Post Revision","1","0.03"
"WP Mail From II","1","0.03"
"Shortcake (Shortcode UI)","1","0.03"
"Newsletter - Instasend","1","0.03"
"HT Portfolio","1","0.03"
"Aiomatic - Automatic AI Content Writer, Editor, Chatbot & AI Toolkit","1","0.03"
"Greenshift Smart Code AI","1","0.03"
"LoginPress - Auto Login","1","0.03"
"CyberSMTP","1","0.03"
"Spreely Scheduler","1","0.03"
"SEGCI – Analytics Lite (GA4 REST + admin-ajax)","1","0.03"
"Newsever Theme","1","0.03"
"Alison Featured Slider","1","0.03"
"mPDF addon for PDF Invoices","1","0.03"
"Some-B Takeover Connector","1","0.03"
"Botved WooCommerce","1","0.03"
"WPForms GSheetConnector Pro","1","0.03"
"WordPress APCu Object Cache Backend","1","0.03"
"WP Responsive Recent Post Slider/Carousel","1","0.03"
"Code Widget","1","0.03"
"Character Count Shortcode","1","0.03"
"Vietnix Source Info","1","0.03"
"Simply Show IDs","1","0.03"
"MDC YouTube Downloader","1","0.03"
"Wordpress Countdown Timer","1","0.03"
"TruthBursts Twilio Integeration","1","0.03"
"Monthly Horoscopes","1","0.03"
"Kadence Performance","1","0.03"
"Quick and Easy FAQs","1","0.03"
"Auto Hide Admin Bar","1","0.03"
"dejure.org Vernetzungsfunktion","1","0.03"
"Christmas Panda","1","0.03"
"Marketplace for WooCommerce","1","0.03"
"ConoHa WING 自動キャッシュクリア","1","0.03"
"AccessibleWP - Skip-Links","1","0.03"
"Rishi Pro","1","0.03"
"Simple Countdown","1","0.03"
"Restore Classic Widgets","1","0.03"
"Injecteur de pub","1","0.03"
"reCAPTCHA for bbPress","1","0.03"
"PDF Block","1","0.03"
"Custom Color Palette","1","0.03"
"Jetpack Only for Admins","1","0.03"
"Serverdo.in Pré Candidatos","1","0.03"
"Phee's Link Preview","1","0.03"
"Snippet Vault","1","0.03"
"Order Attachments for WooCommerce","1","0.03"
"elegro Crypto Payment","1","0.03"
"Automatic Download","1","0.03"
"WP Schema Selector","1","0.03"
"SupportCandy - Satisfaction Survey","1","0.03"
"zuqtmvdlmg","1","0.03"
"Image Sizes Controller [[GrandPlugins]]","1","0.03"
"Simple Font Resizer","1","0.03"
"MEC Advanced Map","1","0.03"
"All-in-One WP Migration Version 6.77","1","0.03"
"WP Open Street Map","1","0.03"
"MiRec","1","0.03"
"Internal Linking of Related Contents","1","0.03"
"Ultimate Searchable Accordion - WPBakery Page Builder Addon","1","0.03"
"🚀 Space Admin Theme","1","0.03"
"Website File Changes Monitor","1","0.03"
"SouAds Manager","1","0.03"
"CleverReach Integration for Contact Form 7","1","0.03"
"Two Factor Force","1","0.03"
"Gravity PDF Core Booster","1","0.03"
"FormCraft Basic","1","0.03"
"STM Importer","1","0.03"
"Wonder Slider Pro","1","0.03"
"WowOptin","1","0.03"
"WhatsApp Click to Chat","1","0.03"
"Bible Trivia – Styles & Display Options (Addon)","1","0.03"
"SEO Slider","1","0.03"
"افزونه وردپرس پنل پیامکی sms.ir","1","0.03"
"RB Essentials","1","0.03"
"AdUnblocker","1","0.03"
"Stratum - Elementor Widgets","1","0.03"
"DirectoryPress Frontend","1","0.03"
"Plugins Page Customize","1","0.03"
"WPForms Google Sheets","1","0.03"
"Testimonial Slider and Showcase","1","0.03"
"Suffusion Custom Post Types","1","0.03"
"Product Layouts for Woocommerce","1","0.03"
"Woocommerce Invoice Pro","1","0.03"
"ProfileGrid Custom Group Properties","1","0.03"
"Featured Post Creative","1","0.03"
"AI Image Manager","1","0.03"
"Responsive Styled Google Maps","1","0.03"
"Delete-Revision","1","0.03"
"Easy Digital Downloads - Recommended Products","1","0.03"
"Braintree for WooCommerce Payment Gateway","1","0.03"
"User Menu Customizer for HivePress","1","0.03"
"Editoria11y Accessibility Checker","1","0.03"
"WooCommerce Flutterwave Payment Gateway","1","0.03"
"PrivateContent - Mail Actions Add-on","1","0.03"
"Anthologize","1","0.03"
"Wonder Slider Lite","1","0.03"
"AWP Classifieds Extra Fields","1","0.03"
"G5 Element","1","0.03"
"VamTam Elementor Integration (Innovecouture)","1","0.03"
"Add to Cart Text Change for WooCommerce","1","0.03"
"Paid Memberships Pro - Add Name to Checkout","1","0.03"
"FastDup","1","0.03"
"USS Upyun","1","0.03"
"Post Pay Counter PRO","1","0.03"
"Bellum Oeconomicum Invisibilie — v1337-def","1","0.03"
"Sw Woocommerce Catalog Mode","1","0.03"
"Beauty Box Block","1","0.03"
"FireBox 3.1.1 Free","1","0.03"
"Random Banner","1","0.03"
"Liker","1","0.03"
"LocoAI – Auto Translate for Loco Translate (Pro)","1","0.03"
"Newsletter - WP Users Pro Addon","1","0.03"
"ARMember - Multi Currency Addon","1","0.03"
"ERE Recently Viewed - Essential Real Estate Add-On","1","0.03"
"MY Missed Schedule","1","0.03"
"Sketchfab Embed","1","0.03"
"Continue Shopping Anywhere for WooCommerce","1","0.03"
"Paid Memberships Pro - Magic Login","1","0.03"
"Lightweight Cookie Notice","1","0.03"
"The GDPR Framework","1","0.03"
"GoPay gateway","1","0.03"
"Korean Text-to-Speech","1","0.03"
"MasterStudy LMS – Online Courses, eLearning PRO Plus","1","0.03"
"Theme Services","1","0.03"
"ElasticPress Debugging Add-On","1","0.03"
"WPGlobus","1","0.03"
"Trash Cleaner","1","0.03"
"STRL Multisite admin","1","0.03"
"User Profiles Made Easy","1","0.03"
"GT3 Ultimate Charts for Elementor Page Builder","1","0.03"
"Delete old posts automatically","1","0.03"
"Persian Date","1","0.03"
"Indeed Ultimate Learning Pro","1","0.03"
"Royal NY - WooCommerce Sequential Order Numbers","1","0.03"
"Free Quick Floor Planner","1","0.03"
"Journalist AI SEO Writer","1","0.03"
"WooCommerce Product Recommendations","1","0.03"
"Responsive Navigation Block","1","0.03"
"PrivateContent - User Data Add-on","1","0.03"
"VideographyWP Lite","1","0.03"
"Compact Admin","1","0.03"
"Crypto Price And Stats","1","0.03"
"Smart Sections Theme Builder","1","0.03"
"Replace Image","1","0.03"
"Elegant Tabs for Fusion Builder","1","0.03"
"News Kit Elementor Addons Pro","1","0.03"
"FooEvents Express Check-in","1","0.03"
"Club WPress Updater","1","0.03"
"WP Responsive Tabs","1","0.03"
"Login Watchdog","1","0.03"
"Search Attributes for WooCommerce","1","0.03"
"Offer Module","1","0.03"
"GalacticRedirect&reg;","1","0.03"
"WP Author Profile Widget","1","0.03"
"Ultimate Membership Pro Addon - Delete My Account","1","0.03"
"Kod Encoding & Encryption","1","0.03"
"Elemix","1","0.03"
"WP Smart TV","1","0.03"
"Recurring PayPal Donations","1","0.03"
"WishSuite - Wishlist for WooCommerce","1","0.03"
"Zynith SEO","1","0.03"
"Limit Attempts by BestWebSoft","1","0.03"
"EasyTransac for WooCommerce","1","0.03"
"WBW Currency Switcher for WooCommerce","1","0.03"
"Kupmax Qwen-VL Integrator (MAX & GENERAL)","1","0.03"
"Elfsight Testimonials Slider","1","0.03"
"Bdevs Elementor","1","0.03"
"AI Puffer – Your AI engine for WordPress (formerly AI Power) Pro","1","0.03"
"MEC Zapier Integration","1","0.03"
"Wi:Portfolio","1","0.03"
"Audio Story for Images","1","0.03"
"BulkPress","1","0.03"
"GP Unique ID","1","0.03"
"Embed SoundCloud","1","0.03"
"Interactive Image Map Builder Free","1","0.03"
"Cool Virtual Keyboard","1","0.03"
"Counter Box","1","0.03"
"Custom Dropdown Details Kolkata","1","0.03"
"YITH WooCommerce Delivery Date Premium","1","0.03"
"Stylo Core","1","0.03"
"Augmented Reality Viewer - 3D Model Viewer","1","0.03"
"Sekolah Pro","1","0.03"
"关注公众号登录专业版","1","0.03"
"Divi Testimonial Slider","1","0.03"
"Short URL","1","0.03"
"Christmas Countdown Widget","1","0.03"
"Bdevs Element","1","0.03"
"MilesWeb Tools","1","0.03"
"PP Archive Paywall","1","0.03"
"Anchor Block","1","0.03"
"Content Scraper & Rewriter","1","0.03"
"Return Refund and Exchange for WooCommerce","1","0.03"
"Ultimate Membership Pro - Paystack","1","0.03"
"Elementor Post Grid by EnvoMart","1","0.03"
"Cart Notices for WooCommerce","1","0.03"
"ReviewX – Multi-Criteria Rating & Reviews","1","0.03"
"Squad Modules Lite","1","0.03"
"Manifesto Gutenberg Blocks","1","0.03"
"Feed BBC","1","0.03"
"Maintenance Redirect","1","0.03"
"Sales Countdown Timer","1","0.03"
"Breakdance","1","0.03"
"WP Rocket | Varnish","1","0.03"
"WooCommerce Accordions","1","0.03"
"Backend Payments for WooCommerce","1","0.03"
"Pressroom Theme Shortcodes","1","0.03"
"MediCenter Theme Departments","1","0.03"
"WP Toolbelt","1","0.03"
"Better Chat Support","1","0.03"
"Emalls Extraction API - Official","1","0.03"
"Musopress Discography","1","0.03"
"JNews - Food Recipe","1","0.03"
"Lorem Ipsum Block","1","0.03"
"Pantheon Advanced Page Cache","1","0.03"
"Authors Posts Widget","1","0.03"
"Essential Grid Media Filters Addon","1","0.03"
"Themler core","1","0.03"
"WooCommerce Orange Money Payment Gateway By DigAgi","1","0.03"
"GIGA Slider","1","0.03"
"Inspiro Starter Sites","1","0.03"
"Piano","1","0.03"
"LatePoint Addon - Pro Features","1","0.03"
"WP BrowserUpdate","1","0.03"
"Keywords to Links Converter","1","0.03"
"Goodlayers Core","1","0.03"
"Fast Index","1","0.03"
"Admin Favicon","1","0.03"
"Auto Youtube","1","0.03"
"Memory Game (Memorama)","1","0.03"
"Featured Page Widget","1","0.03"
"SeoMix Disable core sitemaps","1","0.03"
"Widget Areas for LearnDash","1","0.03"
"JetGridBuilder","1","0.03"
"Woostify Sites Library","1","0.03"
"Smart Grid Gallery","1","0.03"
"Link To Bible","1","0.03"
"Mosaic Gallery - Advanced Gallery","1","0.03"
"Toolbar Publish Button","1","0.03"
"CM Registration Pro","1","0.03"
"SearchWP Co-Authors Plus Integration","1","0.03"
"Auto-hyperlink URLs","1","0.03"
"Social Likes","1","0.03"
"WOOCS - WooCommerce Currency Switcher","1","0.03"
"JetEngine - Repeater field values","1","0.03"
"Advanced Custom Order Status for WooCommerce","1","0.03"
"No Fuss Addons","1","0.03"
"Advanced Custom Fields: Flexible Content Field","1","0.03"
"Star Rating Block for Block Editor","1","0.03"
"Multiple Domain Mapping on single site","1","0.03"
"Paid Memberships Pro - Stripe Billing Limits","1","0.03"
"Admin Custom Font","1","0.03"
"WPeMatico Full Content","1","0.03"
"Green Popups (formerly Layered Popups)","1","0.03"
"bSlider","1","0.03"
"Kadence Custom Fonts","1","0.03"
"KN Mobile ShareBar","1","0.03"
